"titleType","year","runtime","adult","director","writer","unknown","action","adventure","animation","children","comedy","crime","documentary","drama","fantasy","film-noir","horror","musical","mystery","romance","sci-fi","thriller","war","western"
"movie","1994","124","0","nm0000487","nm0000487,nm0770005,nm0910924","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","103","0","nm0000382","nm0000382","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","127","0","nm0000318","nm0340674,nm0018735,nm0438989","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","170","0","nm0416945","nm0416945,nm0555610","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"movie","1994","100","0","nm0770961","nm0106563,nm0498775","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1977","121","0","nm0000184","nm0000184","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"movie","1994","133","0","nm0001880","nm0793463,nm0937074,nm0365659","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1"
"movie","1994","110","0","nm0405336","nm0003141","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","119","0","nm0000231","nm0000233,nm0892705,nm0752116,nm0000231","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1995","127","0","nm0000583","nm0245435,nm0690798","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"movie","1994","110","0","nm0000108","nm0000108","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0"
"movie","1994","154","0","nm0000233","nm0000233,nm0000812","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","105","0","nm0000944","nm0569568","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","133","0","nm0000602","nm0001921,nm0329544","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","99","0","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","94","0","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0005744","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","92","0","nm0001425","nm0001425,nm0682830,nm0002140,nm0954072,nm0460058,nm0489995","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","116","0","nm0000386","nm0002041,nm0000386","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1994","97","0","nm0664756","nm1080144,nm0748874","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1994","142","0","nm0001104","nm0000175,nm0001104","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","118","0","nm0002120","nm0373282","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1995","103","0","nm0005509","nm0838015,nm0495863","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1994","86","0","nm0001723","nm0077062,nm0001723,nm0000120","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1994","102","0","nm0001639","nm0639335,nm0775017,nm0794326","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"movie","1994","142","0","nm0000709","nm0343165,nm0744839","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0"
"movie","1994","117","0","nm0001565","nm0193485","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1994","88","0","nm0021249,nm0591450","nm0575293,nm0731271,nm0941314,nm0560329,nm0424556,nm0177170,nm0258059,nm0309128,nm0873779,nm0135296,nm0363125,nm0460146,nm0761498,nm0004552,nm0500858,nm0710020,nm0538588,nm0326814,nm0322368,nm0442483,nm0020599,nm0780117,nm0854185,nm0873092,nm0879318,nm0901038,nm0936374,nm0925276,nm0152312","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1994","101","0","nm0751080","nm0266430,nm0894156,nm0108273","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"movie","1994","127","0","nm0001149","nm0400403,nm0001279","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"movie","1965","83","0","nm0000540","nm0602803,nm0000540","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1994","115","0","nm0007366,nm0062743","nm0007366,nm0062743,nm0149331","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"movie","1993","144","0","nm0000361","nm0868620,nm0462895","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","154","0","nm0001628","nm0001300,nm0704792,nm0001801,nm0713128","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"movie","1993","112","0","nm0934578","nm0907929,nm0088097","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","130","0","nm0001112","nm0835732,nm0878638,nm0400403","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1993","86","0","nm0000720","nm0000720,nm0698493","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"movie","1994","111","0","nm0001054,nm0001053","nm0001053,nm0001054,nm0000600","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1993","127","0","nm0000229","nm0000341,nm0462895","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1993","111","0","nm0000110","nm0000636,nm0000110","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1994","109","0","nm0650233","nm0374423,nm0254645,nm0744429,nm0275286","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"movie","1994","97","0","nm0001130","nm0919087,nm0481418","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1993","134","0","nm0412465","nm0410958,nm0695609","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","109","0","nm0001873","nm0906659,nm0001873","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1993","105","0","nm0001188","nm0033578,nm0001188,nm0911486","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1982","117","0","nm0000631","nm0266684,nm0672459,nm0001140","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"movie","1993","93","0","nm0772095","nm0289219","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0"
"movie","1993","76","0","nm0783139","nm0000318,nm0568313,nm0003031","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1993","119","0","nm0001716","nm0000233,nm0000812","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1995","88","0","nm0001754","nm0001754","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1990","103","0","nm0001060","nm0000455","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1992","90","0","nm0166256,nm0615780","nm0166256,nm0615780,nm0254645,nm0744429,nm0560329,nm0021249,nm0423161,nm0363125,nm0629734,nm0322368,nm0740311,nm0500858,nm0969162,nm0361315,nm0510674,nm0715949,nm1061362,nm0761498,nm0683724,nm0893358","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1991","137","0","nm0000116","nm0000116,nm0936537","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"movie","1990","181","0","nm0000126","nm0086658","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"movie","1991","118","0","nm0001129","nm0365383,nm0848217","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"movie","1937","83","0","nm0183183,nm0359457,nm0414144,nm0604392,nm0668998,nm0789313","nm0342278,nm0342303,nm0780799,nm0187232,nm0257481,nm0725439,nm0403319,nm0210112,nm0087490,nm0810324","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1996","98","0","nm0001054,nm0001053","nm0001053,nm0001054","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0"
"movie","1981","86","0","nm0693376,nm0116497,nm0354691,nm0844301,nm0613471,nm0625166,nm0754678,nm0831349,nm0887351,nm0924266","nm0325175,nm0089676,nm0639321,nm0179120,nm0942951,nm0571729,nm0320786","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"movie","1970","78","0","nm0718627","nm0166307,nm0314788,nm0027011,nm0858826,nm0166551,nm0841035,nm0942723,nm0569712,nm1318202","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","82","0","nm0500858,nm0754678","nm0647592,nm0911660,nm0949861,nm0089940,nm0188580,nm0325776,nm0500858,nm0588818,nm0662505,nm0690112,nm0776081,nm0825733,nm0918955","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1995","92","0","nm0079471","nm0079471","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","93","0","nm0528718","nm0383733,nm0106563","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","107","0","nm0154819","nm0092267,nm0092268,nm0167241,nm0740400","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"movie","1996","123","0","nm0219720","nm0214518,nm0219720","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1996","89","0","nm0538614","nm0386780,nm0567126,nm0567852,nm0571897,nm0860690","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","73","0","nm0540075","nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273,nm0175239","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1995","107","0","nm0934578","nm0606611,nm0704164,nm0467942","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"movie","1996","97","0","nm0499724","nm0920108","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1996","95","0","nm0788454","nm0115202,nm0184689,nm0918918,nm0788454","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1995","135","0","nm0710919","nm0320274,nm0710919,nm0173953,nm0140643","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"tvEpisode","1996","\N","0","nm0243411","\N","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1995","89","0","nm0859920","nm0859920","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"tvMovie","1995","105","0","nm0772259","nm0102903,nm0316599","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","136","0","nm0000881","nm0918711,nm0177018,nm0743119","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1996","113","0","nm0000957","nm0000341,nm0551926","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1994","105","0","nm0595131","nm0595131","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","115","0","nm0000921","nm0382437,nm0000921","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","145","0","nm0000386","nm0002041,nm0000386","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"movie","1996","96","0","nm0001774","nm0392648","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","110","0","nm0001392","nm0909638,nm0001392","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"movie","1996","135","0","nm0000626","nm0000626","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"movie","1996","123","0","nm0005509","nm0224187","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"movie","1996","117","0","nm0957453","nm0957453","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1972","175","0","nm0000338","nm0701374,nm0000338","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1992","96","0","nm0867262","nm0849282,nm0530853,nm0947177","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1996","109","0","nm0905154,nm0905152","nm0905152,nm0905154","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0"
"movie","1996","116","0","nm0000265","nm0000265,nm3004592","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1961","115","0","nm0001175","nm0001986,nm0043480","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"movie","1939","102","0","nm0281808,nm0896542","nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"movie","1939","238","0","nm0281808,nm0002030,nm0939992","nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0"
"movie","1941","119","0","nm0000080","nm0542534,nm0000080,nm0002144,nm0219670,nm0448809","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1968","149","0","nm0000040","nm0000040,nm0002009","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0"
"movie","1939","129","0","nm0001008","nm0118227,nm0287931,nm0175333","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1996","109","0","nm0001804,nm0001714","nm0001804,nm0873579","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1996","104","0","nm0509409","nm0109359,nm0425540,nm0122950","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1969","108","0","nm0829038","nm0909556,nm0196119,nm0119423","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1993","84","0","nm0242271","nm0122484,nm0003031,nm0941314","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1954","127","0","nm0281507","nm0271641,nm0894523","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"movie","1971","117","0","nm0829038,nm0453832","nm0942723,nm0075859,nm0909556,nm0196119,nm0636260,nm0027011","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1965","172","0","nm0936404","nm0403346,nm0512231,nm0189496,nm0499626,nm0903125","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"movie","1988","132","0","nm0001532","nm0861636,nm0835732,nm0211823","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1992","108","0","nm0502577","nm0000175,nm0502577,nm0263518","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"movie","1996","103","0","nm0001024","nm1484798,nm0001024","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1996","121","0","nm0001317","nm0000948","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1996","110","0","nm0394280","nm0001279","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1996","123","0","nm0935863","nm0024925,nm0362762","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1996","96","0","nm0510731","nm0269463","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1971","100","0","nm0835799","nm0001094,nm0783544","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1973","89","0","nm0000095","nm0000095,nm0108613","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1988","108","0","nm0000092,nm0187769","nm0000092,nm0187769","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1979","94","0","nm0001402","nm0001037,nm0000092,nm0000416,nm0001385,nm0001402,nm0001589","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1987","100","0","nm0001915","nm0075044","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"movie","1992","99","0","nm0000233","nm0000233,nm0000812","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"movie","1986","120","0","nm0000231","nm0000231","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"movie","1989","97","0","nm0467646","nm0458228","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1992","127","0","nm0000682","nm0000390","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"movie","1992","100","0","nm0001226","nm0000519","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1986","109","0","nm0001716","nm0143596,nm0258390,nm1274594,nm0803730","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1981","109","0","nm0041932","nm0860125","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1975","113","0","nm0001175","nm0907186,nm0001175","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1989","140","0","nm0000116","nm0000116","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"movie","1986","120","0","nm0001945","nm0656528,nm0001945,nm0102722","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1986","113","0","nm0001945","nm0656528,nm0001945,nm0102722","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1980","109","0","nm0956052","nm0583600,nm0796124,nm0588458","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1975","91","0","nm0000416,nm0001402","nm0000416,nm0001402,nm0001589,nm0540627,nm0001037,nm0000092,nm0001385","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"short","1993","29","0","nm0661910","nm0661910,nm0048276,nm0796285,nm0874113","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1988","155","0","nm0868153","nm0868153,nm0660031","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"movie","1991","99","0","nm0001988,nm0000466","nm0000466,nm0001988,nm0012496","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1980","124","0","nm0449984","nm0102824,nm0001410,nm0000184","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"movie","1987","98","0","nm0001661","nm0001279","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"movie","1981","115","0","nm0000229","nm0001410,nm0000184,nm0442241","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"movie","1985","132","0","nm0000416","nm0000416,nm0001779,nm0571650,nm0023395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1986","137","0","nm0000116","nm0000116,nm0318429,nm0001353,nm0639321,nm0795953","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"movie","1966","161","0","nm0001466","nm0898812,nm0001466,nm0408488,nm0769249","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"movie","1957","96","0","nm0001486","nm0741627","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1971","136","0","nm0000040","nm0000040,nm0121256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"movie","1979","147","0","nm0000338","nm0587518,nm0000338,nm0380282,nm0175676","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
"movie","1983","131","0","nm0549658","nm0001410,nm0000184","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"movie","1990","145","0","nm0000217","nm0683380,nm0000217","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"movie","1979","117","0","nm0000631","nm0639321,nm0795953","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0"
"movie","1992","81","0","nm0000600","nm0000600,nm0706898","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0"
