"titleType","year","runtime","director","writer","unknown","action","adventure","animation","children","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"movie",1995,"95","\N","\N",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"93","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1994,"93","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"114","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1995,"145","\N","nm0000116",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1995,"109","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"89","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"92","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"128","nm0001469","nm0000341",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1995,"132","\N","nm0000175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1994,"124","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"103","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"127","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"170","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"100","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1977,"121","\N","nm0000184",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"movie",1994,"133","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"movie",1994,"110","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"119","nm0000231","nm0000231",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1995,"127","\N","\N",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1994,"110","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"movie",1994,"154","\N","nm0000233",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"105","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"133","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"99","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"94","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"92","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"116","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1994,"97","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"142","\N","nm0000175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"118","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"103","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1994,"86","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"102","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"movie",1994,"142","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"movie",1994,"117","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1994,"88","\N","nm0560329",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1994,"101","\N","\N",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"movie",1994,"127","\N","nm0001279",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1965,"83","\N","\N",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"115","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"144","\N","nm0462895",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"154","\N","nm0001801",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1993,"112","\N","\N",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"130","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1993,"86","\N","\N",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"movie",1994,"111","nm0001053","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1993,"127","nm0000229","nm0000341",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1993,"111","nm0000110","nm0000636",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1994,"109","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1994,"97","\N","nm0481418",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"134","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"109","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"105","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1982,"117","\N","\N",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"movie",1993,"93","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"movie",1993,"76","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1993,"119","nm0001716","nm0000233",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1995,"88","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1990,"103","\N","nm0000455",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1992,"90","\N","nm0560329",0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1991,"137","nm0000116","nm0000116",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1990,"181","\N","\N",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"movie",1991,"118","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1937,"83","nm0414144","nm0780799",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1996,"98","nm0001053","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1981,"86","\N","nm0639321",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1970,"78","\N","\N",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"82","\N","\N",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1995,"92","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"93","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"107","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1996,"123","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"89","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"73","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1995,"107","\N","\N",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"movie",1996,"97","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1996,"95","\N","\N",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"135","\N","nm0140643",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tvEpisode",1996,"106.972842486421","\N","\N",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"89","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"tvMovie",1995,"105","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"136","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"113","\N","nm0000341",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1994,"105","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"115","\N","\N",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"145","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"movie",1996,"96","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"110","\N","\N",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1996,"135","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"movie",1996,"123","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1996,"117","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1972,"175","nm0000338","\N",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1992,"96","nm0867262","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"109","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"movie",1996,"116","\N","\N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1961,"115","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1939,"102","\N","\N",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"movie",1939,"238","nm0002030","nm0372942",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"movie",1941,"119","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1968,"149","nm0000040","nm0000040",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"movie",1939,"129","nm0001008","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"109","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"104","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1969,"108","nm0829038","nm0909556",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"84","\N","\N",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1954,"127","\N","\N",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"movie",1971,"117","nm0829038","nm0909556",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1965,"172","nm0936404","\N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1988,"132","\N","nm0211823",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1992,"108","\N","nm0000175",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1996,"103","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"121","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"110","\N","nm0001279",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"123","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"96","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1971,"100","\N","\N",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1973,"89","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1988,"108","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1979,"94","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1987,"100","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"movie",1992,"99","\N","nm0000233",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1986,"120","nm0000231","nm0000231",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1989,"97","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1992,"127","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1992,"100","\N","nm0000519",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1986,"109","nm0001716","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1981,"109","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1975,"113","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1989,"140","nm0000116","nm0000116",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1986,"120","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1986,"113","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1980,"109","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1975,"91","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"short",1993,"29","\N","\N",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1988,"155","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1991,"99","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1980,"124","\N","nm0000184",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
"movie",1987,"98","nm0001661","nm0001279",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1981,"115","nm0000229","nm0000184",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1985,"132","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1986,"137","nm0000116","nm0000116",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"movie",1966,"161","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1957,"96","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1971,"136","nm0000040","nm0000040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1979,"147","nm0000338","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1983,"131","\N","nm0000184",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"movie",1990,"145","nm0000217","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1979,"117","\N","nm0639321",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"movie",1992,"81","\N","\N",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1960,"109","nm0000033","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"movie",1980,"133","nm0000484","\N",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1974,"202","nm0000338","\N",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1987,"116","nm0000040","nm0000040",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"short",1989,"23","\N","\N",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1989,"137","nm0000110","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1984,"160","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"movie",1980,"129","nm0000217","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1983,"193","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1973,"129","\N","\N",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1984,"107","nm0000116","nm0000116",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1989,"128","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1967,"106","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1990,"117","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1957,"161","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1980,"146","nm0000040","nm0000040",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1987,"84","\N","\N",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1993,"101","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1992,"130","nm0000142","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1985,"116","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1970,"172","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1988,"124","\N","\N",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1990,"137","\N","nm0140643",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1974,"106","\N","\N",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1984,"82","nm0001661","\N",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"movie",1989,"127","nm0000229","nm0000184",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1970,"116","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"movie",1988,"171","\N","nm0140643",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1985,"117","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1982,"95","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"movie",1989,"107","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1989,"95","nm0001661","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1992,"128","nm0000338","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"movie",1991,"128","nm0000217","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1984,"91","nm0000127","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1996,"126","\N","nm0481418",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1996,"159","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"111","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1996,"135","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1996,"102","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"103","\N","nm0000455",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1990,"124","\N","nm0211823",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1991,"110","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1982,"113","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1984,"105","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1986,"119","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1992,"126","\N","\N",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1988,"107","\N","\N",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1992,"103","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1975,"124","nm0000229","\N",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1996,"106","\N","\N",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"movie",1996,"106","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"139","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1987,"94","nm0001053","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1992,"126","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"movie",1996,"81","\N","\N",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1992,"112","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"movie",1996,"105","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"105","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"121","\N","\N",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"111","\N","\N",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"movie",1997,"113","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1997,"99","\N","\N",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"107","\N","\N",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"94","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
