"","userID","filmID","rating","timestamp"
"143",194,1210,2,879551380
"144",82,1133,2,884714402
"145",13,835,2,882139746
"146",13,271,4,884538403
"147",244,755,2,880605157
"148",305,426,5,886323090
"149",95,786,2,888954930
"150",43,14,2,883955745
"151",299,954,4,889502823
"152",57,418,3,883698454
"153",84,404,3,883452363
"154",269,503,4,891449922
"155",299,111,3,877878184
"156",194,465,4,879525876
"157",160,135,4,876860807
"158",99,267,3,885678247
"159",10,485,4,877886846
"160",259,117,4,874724988
"161",85,426,3,879456350
"162",303,918,4,879467295
"163",213,272,5,878870987
"164",121,513,3,891387947
"165",90,98,5,891383204
"166",49,558,2,888067405
"167",42,793,3,881108425
"168",155,322,2,879371261
"169",68,117,4,876973939
"170",172,177,4,875537965
"171",19,4,4,885412840
"172",268,231,4,875744136
"173",5,2,3,875636053
"174",305,117,2,886324028
"175",44,293,4,883612356
"176",43,137,4,875975656
"177",279,1335,1,875298353
"178",80,465,5,887401701
"179",254,164,4,886472768
"180",298,280,3,884183336
"181",279,1239,1,892174404
"182",66,297,4,883601324
"183",18,442,3,880130193
"184",268,1034,2,875542174
"185",99,79,4,885680138
"186",13,98,4,881515011
"187",26,258,3,891347949
"188",7,454,4,891353086
"189",222,754,4,878183481
"190",200,672,5,884128554
"191",119,327,4,876923913
"192",213,172,5,878955442
"193",276,321,3,874786392
"194",94,1216,3,891723086
"195",130,378,4,875801662
"196",38,327,4,892428688
"197",160,718,3,876857977
"198",293,1266,3,888906966
"199",26,929,2,891385985
"200",130,216,4,875216545
"201",92,1078,3,886443455
"202",256,451,4,882164999
"203",1,61,4,878542420
"204",72,48,4,880036718
"205",56,754,3,892910207
"206",13,359,4,882140926
"207",15,404,2,879455957
"208",92,77,3,875654637
"209",207,475,2,884386343
"210",292,174,5,881105481
"211",232,482,5,888549622
"212",251,747,2,886272175
"213",224,26,3,888104153
"214",181,220,4,878962392
"215",259,255,4,874724710
"216",305,470,4,886323648
"217",52,279,3,882922806
"218",161,202,5,891170769
"219",148,407,5,877399018
"220",125,235,2,892838559
"221",97,228,5,884238860
"222",58,1097,4,884304936
"223",83,234,4,887665548
"224",90,346,4,891383319
"225",272,178,5,879455113
"226",194,181,3,879521396
"227",125,477,4,879454628
"228",110,687,1,886987605
"229",299,14,4,877877775
"230",151,10,5,879524921
"231",269,127,4,891446165
"232",6,14,5,883599249
"233",54,106,3,880937882
"234",303,69,5,879467542
"235",16,943,1,877727122
"236",301,789,4,882078621
"237",276,1090,3,874793035
"238",305,214,2,886323068
"239",194,1027,2,879541148
"240",91,322,2,891438397
"241",87,553,4,879875940
"242",294,109,4,877819599
"243",286,171,4,877531791
"244",200,317,5,884128458
"245",229,327,1,891632142
"246",178,567,4,882826555
"247",303,841,2,879484804
"248",62,65,4,879374686
"249",207,590,3,876018608
"250",92,172,4,875653271
"251",301,400,4,882078040
"252",36,338,5,882157581
"253",70,745,3,884150257
"254",63,242,3,875747190
"255",28,201,3,881961671
"256",279,68,4,875307407
"257",250,7,4,878089716
"258",14,98,3,890881335
"259",299,1017,3,889502324
"260",194,54,3,879525876
"261",303,814,3,879485532
"262",119,237,5,874775038
"263",295,218,5,879966498
"264",268,929,2,875742942
"265",268,2,2,875744173
"266",66,258,4,883601089
"267",233,202,5,879394264
"268",83,622,4,880308578
"269",214,333,3,891542540
"270",192,475,2,881368243
"271",100,343,4,891374868
"272",268,145,1,875744501
"273",301,56,4,882076587
"274",307,89,5,879283786
"275",234,141,3,892334609
"276",83,575,4,880308755
"277",181,264,2,878961624
"278",297,133,4,875240090
"279",38,153,5,892430369
"280",7,381,4,891352093
"281",264,812,4,886122952
"282",181,871,1,878961814
"283",201,146,1,884140579
"284",85,506,4,879456199
"285",269,366,3,891450023
"286",59,467,3,888205855
"287",286,143,4,889651549
"288",193,96,1,889124507
"289",113,594,5,875936424
"290",292,11,5,881104093
"291",130,1013,3,876250718
"292",275,98,4,875155140
"293",189,519,5,893265380
"294",219,82,1,889452455
"295",218,209,5,877488546
"296",123,426,3,879873020
"297",119,222,5,874775311
"298",158,177,4,880134407
"299",222,118,4,877563802
"300",302,321,2,879436875
"301",279,500,3,875308843
"302",301,79,5,882076403
"303",181,3,2,878963441
"304",201,694,1,884140115
"305",13,198,3,881515193
"306",1,189,3,888732928
"307",145,237,5,875270570
"308",23,384,4,874786462
"309",201,766,4,884114505
"310",296,704,5,884197193
"311",42,545,3,881105817
"312",33,871,3,891964230
"313",301,553,3,882078830
"314",16,64,5,877720297
"315",95,135,3,879197562
"316",154,356,4,879138713
"317",77,483,5,884733766
"318",296,507,5,884196584
"319",302,302,2,879436785
"320",244,672,3,880606667
"321",222,77,4,878183616
"322",13,215,5,882140588
"323",16,704,5,877722736
"324",270,451,4,876956264
"325",145,15,2,875270655
"326",187,64,5,879465631
"327",200,303,5,876041644
"328",170,748,5,887646170
"329",101,828,3,877136138
"330",184,218,3,889909840
"331",128,204,4,879967478
"332",181,1294,1,878961781
"333",184,153,3,889911285
"334",1,33,4,878542699
"335",1,160,4,875072547
"336",184,320,5,889906967
"337",54,594,3,880937813
"338",94,342,4,891725009
"339",128,507,4,879967767
"340",23,322,2,874784266
"341",301,227,3,882077222
"342",301,191,3,882075672
"343",112,902,1,892440172
"344",82,183,3,878769848
"345",222,723,3,878181976
"346",218,429,3,877488316
"347",308,1196,4,887739521
"348",303,134,5,879467959
"349",133,750,3,890588547
"350",215,212,2,891435680
"351",69,256,5,882126156
"352",254,661,4,887347350
"353",276,2,4,874792436
"354",104,983,1,888442575
"355",63,1066,3,875747514
"356",267,409,4,878970785
"357",13,56,5,881515011
"358",240,878,3,885775745
"359",286,237,2,875806800
"360",294,270,5,889241426
"361",90,1085,4,891384424
"362",18,26,4,880129731
"363",92,229,3,875656201
"364",308,648,4,887739292
"365",144,89,3,888105691
"366",191,301,4,891560253
"367",59,950,3,888206409
"368",200,96,5,884129409
"369",16,197,5,877726146
"370",61,677,3,892302309
"371",271,199,4,885848448
"372",271,708,3,885849325
"373",142,169,5,888640356
"374",275,596,3,876197678
"375",222,151,3,878182109
"376",87,40,3,879876917
"377",207,258,4,877879172
"378",272,1392,2,879454663
"379",177,332,4,880130397
"380",207,1114,2,879664906
"381",299,576,3,889503806
"382",271,377,4,885849447
"383",305,424,4,886324486
"384",49,958,2,888068912
"385",94,1223,3,891722802
"386",130,1016,3,874953895
"387",10,175,3,877888677
"388",203,320,3,880433418
"389",191,285,4,891560842
"390",43,322,3,875975110
"391",21,557,5,874951695
"392",197,96,5,891409839
"393",13,343,2,888073635
"394",194,66,3,879527264
"395",234,206,4,892334543
"396",308,401,4,887740700
"397",308,639,4,887737036
"398",269,521,5,891447773
"399",94,265,4,891721889
"400",268,62,3,875310824
"401",272,12,5,879455254
"402",121,290,3,891390477
"403",296,20,5,884196921
"404",134,285,3,891732334
"405",180,461,5,877544218
"406",234,611,3,892079140
"407",104,117,2,888465972
"408",38,757,1,892434626
"409",269,844,1,891456255
"410",7,163,4,891353444
"411",234,1450,3,892078343
"412",275,404,2,876197645
"413",52,250,3,882922661
"414",102,822,3,888801465
"415",13,186,4,890704999
"416",178,730,4,882827532
"417",236,71,3,890116671
"418",256,780,5,882165296
"419",263,176,5,891299752
"420",244,186,3,880605697
"421",279,1180,4,875314001
"422",43,814,4,883956189
"423",83,78,2,880309089
"424",151,197,5,879528710
"425",254,435,2,886474216
"426",109,630,3,880579371
"427",297,715,3,875239422
"428",249,188,4,879641067
"429",144,698,4,888106106
"430",301,603,4,882075994
"431",64,391,3,889737542
"432",92,500,2,875653665
"433",222,97,4,878181739
"434",268,435,3,875310745
"435",293,135,5,888905550
"436",213,173,5,878955442
"437",160,459,2,876861185
"438",13,497,4,882139901
"439",59,714,5,888205921
"440",5,17,4,875636198
"441",125,163,5,879454956
"442",174,314,5,886432749
"443",114,504,3,881260203
"444",213,514,4,878870518
"445",23,196,2,874786926
"446",128,15,4,879968827
"447",239,56,4,889179478
"448",181,278,1,878962955
"449",291,80,4,875086354
"450",250,238,4,878089963
"451",201,648,3,884114275
"452",60,60,5,883327734
"453",181,324,2,878961814
"454",119,406,3,887038665
"455",287,1,5,875334088
"456",216,228,3,880245642
"457",216,530,4,880233810
"458",203,470,4,880434463
"459",92,586,3,875660408
"460",13,891,3,882774224
"461",213,176,4,878956338
"462",286,287,5,875806672
"463",117,1046,2,881009697
"464",99,111,1,885678886
"465",11,557,3,891904214
"466",65,47,2,879216672
"467",295,194,4,879517412
"468",269,217,2,891451610
"469",85,259,2,881705026
"470",250,595,5,878089921
"471",137,144,5,881433689
"472",201,959,2,884112077
"473",257,137,4,882049932
"474",111,327,4,891679939
"475",91,479,4,891438875
"476",215,211,4,891436202
"477",181,937,1,878961586
"478",189,1059,5,893264301
"479",1,20,4,887431883
"480",303,403,4,879468375
"481",299,304,3,879737314
"482",187,210,4,879465242
"483",222,277,2,877563913
"484",214,567,4,892668197
"485",293,769,3,888906655
"486",285,191,4,890595859
"487",303,252,3,879544791
"488",96,156,4,884402860
"489",72,1109,3,880037334
"490",115,1066,4,881171009
"491",7,429,3,891352178
"492",116,349,3,886977926
"493",73,479,4,888625753
"494",269,246,5,891457067
"495",263,418,5,891299514
"496",70,430,3,884150257
"497",221,474,4,875244204
"498",72,182,5,880036515
"499",25,356,4,885852757
"500",290,50,5,880473582
"501",189,525,4,893266205
"502",299,302,3,877618584
"503",264,293,3,886121516
"504",200,364,5,884129962
"505",187,135,4,879465653
"506",184,187,4,889909024
"507",63,288,2,875746985
"508",13,229,4,882397650
"509",298,485,3,884183063
"510",235,185,4,889655435
"511",62,711,4,879376178
"512",246,94,2,884923505
"513",54,741,5,880934806
"514",63,761,3,875747688
"515",11,731,3,891904596
"516",92,168,4,875653723
"517",8,549,3,879362356
"518",307,174,4,879283480
"519",303,200,4,879468459
"520",256,848,2,882164603
"521",72,54,3,880036854
"522",164,405,2,889402389
"523",117,150,4,880125101
"524",224,77,4,888103872
"525",193,868,3,889127811
"526",94,184,2,891720862
"527",281,337,2,881200457
"528",130,109,3,874953794
"529",128,370,1,879966954
"530",94,719,1,891723593
"531",182,844,3,885613067
"532",129,872,1,883245452
"533",254,229,4,886474580
"534",64,380,4,879365491
"535",151,176,2,879524293
"536",45,25,4,881014015
"537",193,878,3,889123257
"538",276,921,4,889174849
"539",276,57,3,874787526
"540",234,187,4,892079140
"541",181,305,1,878962006
"542",21,369,1,874951293
"543",293,249,3,888905229
"544",264,720,5,886123656
"545",10,610,5,877886722
"546",197,345,3,891409070
"547",276,142,3,874792945
"548",308,426,4,887736584
"549",221,942,4,875246759
"550",131,126,4,883681514
"551",268,823,2,876518557
"552",109,8,3,880572642
"553",198,58,3,884208173
"554",230,679,4,880484286
"555",181,740,1,878962918
"556",192,1060,4,881368891
"557",234,447,3,892335501
"558",90,899,4,891382309
"559",193,940,4,889124890
"560",128,602,5,879966839
"561",126,904,2,887855283
"562",244,265,4,880606634
"563",90,288,3,891382310
"564",157,25,3,886890787
"565",305,71,3,886323684
"566",119,381,5,874781742
"567",21,222,2,874951382
"568",231,181,4,888605273
"569",280,507,3,891700453
"570",288,132,3,886374129
"571",279,1496,2,890780576
"572",301,33,4,882078228
"573",72,698,3,880036783
"574",90,259,2,891382392
"575",308,55,3,887738760
"576",59,741,3,888203053
"577",94,743,4,891721462
"578",130,641,4,875216933
"579",26,1014,3,891352136
"580",56,121,5,892679480
"581",82,507,2,884714249
"582",62,12,4,879373613
"583",276,40,3,874791871
"584",181,1014,1,878963121
"585",152,300,3,880147407
"586",178,844,4,882824291
"587",217,596,4,889070087
"588",79,302,4,891271203
"589",138,483,4,879024127
"590",308,81,5,887737293
"591",75,283,2,884050393
"592",269,198,4,891447062
"593",307,94,3,877122695
"594",222,780,3,881059677
"595",121,739,3,891390544
"596",269,22,1,891448072
"597",13,863,4,882141924
"598",230,741,5,880485043
"599",269,506,4,891448800
"600",239,1098,5,889179253
"601",245,1027,5,888513447
"602",56,545,3,892679460
"603",295,960,5,879519556
"604",271,1027,2,885848102
"605",222,811,2,881059117
"606",69,240,3,882126156
"607",10,7,4,877892210
"608",22,375,3,878887112
"609",294,930,3,889242857
"610",82,716,1,884714492
"611",279,398,4,875313859
"612",269,234,1,891449406
"613",6,98,5,883600680
"614",243,1038,4,879988184
"615",298,181,4,884125629
"616",282,324,1,881703044
"617",78,322,1,879633567
"618",118,200,5,875384647
"619",283,1113,5,879297545
"620",171,291,4,891034835
"621",70,217,4,884151119
"622",10,100,5,877891747
"623",245,181,4,888513664
"624",107,332,3,891264267
"625",246,560,1,884923445
"626",13,900,1,883670672
"627",276,70,4,874790826
"628",244,17,2,880607205
"629",189,56,5,893265263
"630",226,242,5,883888671
"631",62,1015,4,879373008
"632",276,416,4,874792907
"633",214,477,4,891544052
"634",306,235,4,876504354
"635",222,26,3,878183043
"636",280,630,5,891700751
"637",60,429,5,883326122
"638",56,71,4,892683275
"639",42,273,5,881105817
"640",1,202,5,875072442
"641",13,808,4,882397582
"642",173,288,4,877556988
"643",15,748,1,879455311
"644",185,23,4,883524249
"645",280,539,3,891702304
"646",244,380,4,880604077
"647",150,292,4,878746946
"648",7,496,4,891352134
"649",178,316,4,882826915
"650",178,741,3,882823833
"651",95,1216,3,880572658
"652",234,1461,3,892333865
"653",97,222,5,884238887
"654",109,127,2,880563471
"655",117,267,5,880124306
"656",269,704,2,891448850
"657",130,1245,3,876252497
"658",264,654,4,886123530
"659",207,13,3,875506839
"660",42,587,5,881108147
"661",246,408,2,884923372
"662",87,366,4,879876702
"663",101,303,3,877135677
"664",256,127,4,882164406
"665",92,793,3,875654798
"666",181,761,2,878963418
"667",213,235,1,878955115
"668",92,738,2,876175582
"669",292,660,5,881105561
"670",246,664,4,884922831
"671",274,844,5,878945579
"672",188,691,5,875072583
"673",18,86,4,880129731
"674",5,438,1,878844423
"675",236,631,3,890116254
"676",193,406,4,889127921
"677",144,708,4,888105940
"678",90,1197,5,891383866
"679",48,608,4,879434819
"680",5,225,2,875635723
"681",22,128,5,878887983
"682",311,431,4,884365485
"683",8,22,5,879362183
"684",276,188,4,874792547
"685",222,173,5,878183043
"686",72,865,4,880035887
"687",299,134,4,878192311
"688",1,171,5,889751711
"689",308,294,3,887741461
"690",165,216,4,879525778
"691",222,49,3,878183512
"692",181,121,4,878962623
"693",200,11,5,884129542
"694",234,625,4,892336358
"695",244,706,4,880606243
"696",90,25,5,891384789
"697",208,216,5,883108324
"698",263,96,4,891298336
"699",134,322,4,891732335
"700",279,585,4,892864663
"701",2,291,4,888550774
"702",288,592,2,886892127
"703",49,301,4,888065432
"704",286,153,5,877531406
"705",205,303,3,888284313
"706",22,80,4,878887227
"707",234,317,4,892078890
"708",223,327,3,891548959
"709",15,25,3,879456204
"710",268,147,4,876514002
"711",94,1219,3,891722678
"712",274,404,4,878945840
"713",7,491,5,891352010
"714",268,217,2,875744501
"715",16,55,5,877717956
"716",164,619,3,889402298
"717",290,161,4,880474293
"718",92,514,4,875640800
"719",239,1069,5,889179032
"720",56,448,5,892679308
"721",248,234,4,884534968
"722",234,10,3,891227851
"723",280,1048,2,891702486
"724",308,187,5,887738760
"725",276,64,5,874787441
"726",192,947,3,881368302
"727",122,508,4,879270511
"728",85,587,3,880838306
"729",262,930,2,879790874
"730",201,271,3,886013700
"731",181,869,2,878962623
"732",295,738,4,879518319
"733",263,567,4,891299387
"734",295,39,4,879518279
"735",201,1099,4,884112800
"736",93,819,3,888705966
"737",159,1027,5,880557539
"738",158,664,2,880134532
"739",293,422,3,888906070
"740",82,596,3,878768882
"741",276,181,5,874786488
"742",13,822,5,882397833
"743",217,2,3,889069782
"744",83,659,4,880308256
"745",189,20,5,893264466
"746",222,795,4,878183684
"747",146,1021,5,891458193
"748",267,121,3,878970681
"749",126,293,3,887855087
"750",181,1059,1,878962675
"751",125,80,4,892838865
"752",43,120,4,884029430
"753",13,779,1,882142057
"754",253,259,2,891628883
"755",42,44,3,881108548
"756",77,517,4,884753202
"757",291,685,5,874835165
"758",268,21,3,875742822
"759",262,28,3,879792220
"760",234,81,3,892334680
"761",29,245,3,882820803
"762",236,57,5,890116575
"763",158,728,3,880133116
"764",156,660,4,888185947
"765",232,52,5,888550130
"766",168,865,5,884287927
"767",37,287,4,880915258
"768",141,245,3,884584426
"769",235,230,4,889655162
"770",102,70,3,888803537
"771",77,172,3,884752562
"772",90,505,5,891383319
"773",186,565,5,879023663
"774",44,659,5,878347915
"775",118,773,5,875385198
"776",7,660,5,891351624
"777",49,1002,2,888068651
"778",62,68,1,879374969
"779",42,1027,4,881106072
"780",178,432,4,882827834
"781",85,51,2,879454782
"782",77,473,5,884732407
"783",58,1098,2,892243079
"784",56,1046,4,892911290
"785",197,687,1,891409564
"786",286,99,4,878141681
"787",90,258,3,891382121
"788",181,1287,1,878962349
"789",295,190,4,879517062
"790",224,69,4,888082495
"791",272,316,4,879454977
"792",221,1009,3,875246662
"793",66,876,1,883601089
"794",207,317,5,877124871
"795",234,486,3,892079237
"796",7,647,5,891351653
"797",87,82,5,879875774
"798",195,1051,1,877835102
"799",44,448,5,883613334
"800",306,286,4,876504442
"801",194,172,3,879521474
"802",94,62,3,891722933
"803",167,658,4,892738277
"804",108,100,4,879879720
"805",230,303,5,880484286
"806",181,926,1,878962675
"807",54,301,4,880928519
"808",90,22,4,891384357
"809",181,695,2,878962997
"810",286,356,4,877531537
"811",14,268,4,892242403
"812",311,179,2,884365357
"813",92,121,5,875640679
"814",21,439,1,874951798
"815",244,549,1,880602264
"816",181,404,4,878962919
"817",65,805,4,879216529
"818",37,539,2,880916070
"819",44,442,5,878348289
"820",244,183,4,880606043
"821",1,265,4,878542441
"822",270,25,5,876954456
"823",299,386,2,889502756
"824",94,571,3,891723883
"825",286,745,4,877533058
"826",239,271,5,889181247
"827",216,55,5,880245145
"828",254,121,3,886472369
"829",62,664,2,879376483
"830",178,384,4,882826982
"831",194,23,4,879522819
"832",268,954,3,875745160
"833",188,143,5,875072674
"834",276,293,4,874786366
"835",158,1097,4,880135069
"836",207,844,3,881681663
"837",161,48,1,891170745
"838",305,653,4,886323937
"839",47,323,3,879439078
"840",64,735,4,889739212
"841",191,750,3,891560753
"842",7,377,5,891353011
"843",59,92,5,888204997
"844",69,267,5,882027109
"845",10,460,3,877888944
"846",21,129,4,874951382
"847",58,9,4,884304328
"848",194,152,3,879549996
"849",7,200,5,891353543
"850",113,126,5,875076827
"851",173,327,5,877557028
"852",95,233,4,879196354
"853",16,194,5,877720733
"854",59,322,4,888206809
"855",311,653,3,884365075
"856",292,588,4,881105516
"857",43,203,4,883955224
"858",79,50,4,891271545
"859",235,70,5,889655619
"860",125,190,5,892836309
"861",284,321,3,885329671
"862",303,161,5,879468547
"863",254,377,3,886474396
"864",255,1033,1,883217030
"865",104,300,2,888442275
"866",90,922,5,891383912
"867",6,462,4,883601713
"868",279,122,1,875297433
"869",286,297,4,875807004
"870",222,447,3,878183565
"871",297,57,5,875239383
"872",42,624,3,881108873
"873",130,1216,4,875801778
"874",254,356,3,886472466
"875",109,474,1,880563641
"876",230,1443,2,880485726
"877",244,309,3,880601905
"878",6,300,2,883600406
"879",36,747,4,882157285
"880",256,442,3,882164727
"881",102,514,1,888801316
"882",104,284,4,888465201
"883",21,446,5,874951695
"884",111,300,4,891680028
"885",18,407,5,880129628
"886",25,222,4,885852817
"887",110,943,3,886989501
"888",270,98,5,876955868
"889",68,237,5,876974133
"890",83,215,4,880307940
"891",6,258,2,883268278
"892",89,216,5,879459859
"893",128,316,4,879968029
"894",305,511,4,886323525
"895",184,411,2,889912691
"896",286,175,5,877532470
"897",279,1427,3,888465209
"898",256,86,5,882165103
"899",221,48,5,875245462
"900",140,331,3,879013617
"901",190,976,2,891042938
"902",11,227,3,891905896
"903",201,203,5,884114471
"904",150,181,5,878746685
"905",126,245,3,887854726
"906",20,208,2,879669401
"907",144,741,4,888104122
"908",181,929,1,878963275
"909",109,565,4,880578814
"910",85,1064,3,879455021
"911",213,133,3,878955973
"912",222,378,1,878184290
"913",223,11,3,891550649
"914",215,420,4,891435704
"915",218,208,3,877488366
"916",174,936,5,886432989
"917",275,186,3,880314383
"918",68,741,1,876974198
"919",268,582,4,876513830
"920",160,461,4,876858346
"921",195,272,4,878019342
"922",224,178,4,888082468
"923",5,110,1,875636493
"924",99,1015,5,885678724
"925",2,251,5,888552084
"926",292,9,4,881104148
"927",72,567,4,880037203
"928",85,228,3,882813248
"929",83,280,5,880307072
"930",92,830,2,886443708
"931",7,542,3,891351772
"932",87,400,2,879876813
"933",287,925,4,875334340
"934",1,155,2,878542201
"935",234,631,2,892079538
"936",222,53,5,878184113
"937",24,64,5,875322758
"938",7,553,3,891354639
"939",82,56,3,878769410
"940",161,317,3,891170824
"941",196,392,4,881251863
"942",56,91,4,892683275
"943",82,476,3,876311344
"944",7,471,2,891353357
"945",256,760,4,882164644
"946",226,56,4,883889102
"947",279,740,5,875296891
"948",308,1285,3,887738151
"949",16,8,5,877722736
"950",180,202,3,877128388
"951",203,93,4,880434940
"952",145,56,5,875271896
"953",288,304,4,886372527
"954",84,741,3,883450643
"955",44,643,3,878347818
"956",17,13,3,885272654
"957",313,117,4,891015319
"958",148,1,4,877019411
"959",197,346,4,891409070
"960",21,164,5,874951695
"961",279,981,3,875298314
"962",239,490,5,889181015
"963",185,286,5,883526288
"964",297,89,4,875239125
"965",303,68,4,879467361
"966",186,250,1,879023607
"967",73,206,3,888625754
"968",104,755,2,888465739
"969",94,216,3,885870665
"970",239,194,5,889178833
"971",197,510,5,891409839
"972",280,1,4,891700426
"973",1,117,3,874965739
"974",224,582,1,888103729
"975",303,396,1,879543831
"976",60,162,4,883327734
"977",198,258,4,884204501
"978",239,512,5,889178887
"979",6,69,3,883601277
"980",233,374,4,876374419
"981",85,641,4,882995615
"982",110,38,3,886988574
"983",184,521,3,889908462
"984",99,872,1,885678436
"985",13,417,2,882398763
"986",201,517,4,884112201
"987",13,857,1,882397068
"988",214,131,3,891544465
"989",296,228,4,884197264
"990",222,87,3,878182589
"991",279,724,4,875314144
"992",217,182,2,889070109
"993",85,432,3,879828720
"994",239,234,3,889178762
"995",13,72,4,882141727
"996",194,77,3,879527421
"997",208,662,5,883108476
"998",109,178,3,880572950
"999",230,172,4,880484523
"1000",59,484,2,888204466
"1001",313,477,3,891014373
"1002",70,1132,3,884151344
"1003",62,182,5,879375169
"1004",198,234,3,884207833
"1005",65,125,4,879217509
"1006",174,659,5,886514261
"1007",90,12,5,891383241
"1008",130,1247,3,880396702
"1009",100,353,2,891375260
"1010",283,431,5,879297965
"1011",275,417,3,875154718
"1012",311,98,5,884364502
"1013",195,750,4,883295500
"1014",130,105,4,876251160
"1015",269,252,1,891456350
"1016",286,73,5,877532965
"1017",7,622,3,891354217
"1018",56,222,5,892679439
"1019",210,204,5,887730676
"1020",239,9,5,889180446
"1021",96,87,4,884403531
"1022",297,73,2,875239691
"1023",249,239,3,879572284
"1024",94,859,2,891723706
"1025",84,121,4,883452307
"1026",275,265,4,880314031
"1027",135,1045,3,879858003
"1028",291,1177,4,875086354
"1029",125,381,1,892836623
"1030",70,398,4,884068521
"1031",311,9,4,884963365
"1032",301,522,4,882076146
"1033",152,684,5,880149074
"1034",244,172,4,880605665
"1035",275,1090,2,875154535
"1036",53,280,4,879443288
"1037",198,118,2,884206513
"1038",244,789,4,880608037
"1039",26,125,4,891371676
"1040",151,13,3,879542688
"1041",124,495,1,890286933
"1042",24,191,5,875323003
"1043",271,65,3,885849419
"1044",307,633,3,879283385
"1045",294,1244,3,877819265
"1046",234,241,2,892335042
"1047",25,500,3,885852301
"1048",293,137,3,888904653
"1049",201,431,3,884111312
"1050",75,240,1,884050661
"1051",13,181,5,882140354
"1052",207,68,2,877125350
"1053",2,50,5,888552084
"1054",313,565,4,891016220
"1055",144,125,4,888104191
"1056",188,442,4,875074329
"1057",276,323,4,874786419
"1058",145,973,1,882182634
"1059",72,234,4,880037418
"1060",83,384,4,887665549
"1061",181,618,3,878963086
"1062",109,401,4,880581344
"1063",207,107,3,876198301
