"userID","filmID","rating","timestamp"
303,910,4,879467295
213,271,5,878870987
121,509,3,891387947
90,98,5,891383204
49,554,2,888067405
42,787,3,881108425
155,320,2,879371261
68,117,4,876973939
172,177,4,875537965
19,4,4,885412840
268,231,4,875744136
5,2,3,875636053
305,117,2,886324028
44,292,4,883612356
43,137,4,875975656
279,1325,1,875298353
80,462,5,887401701
254,164,4,886472768
298,279,3,884183336
279,1230,1,892174404
66,296,4,883601324
18,439,3,880130193
268,1025,2,875542174
99,79,4,885680138
13,98,4,881515011
26,258,3,891347949
7,451,4,891353086
222,748,4,878183481
200,667,5,884128554
119,325,4,876923913
213,172,5,878955442
276,319,3,874786392
94,1207,3,891723086
130,375,4,875801662
38,325,4,892428688
160,712,3,876857977
293,1256,3,888906966
26,921,2,891385985
130,216,4,875216545
92,1069,3,886443455
256,448,4,882164999
1,61,4,878542420
72,48,4,880036718
56,748,3,892910207
13,356,4,882140926
15,401,2,879455957
92,77,3,875654637
207,472,2,884386343
292,174,5,881105481
232,479,5,888549622
251,741,2,886272175
224,26,3,888104153
181,220,4,878962392
259,255,4,874724710
305,467,4,886323648
52,278,3,882922806
161,202,5,891170769
148,404,5,877399018
125,235,2,892838559
97,228,5,884238860
58,1088,4,884304936
83,234,4,887665548
90,344,4,891383319
272,178,5,879455113
194,181,3,879521396
125,474,4,879454628
110,681,1,886987605
299,14,4,877877775
151,10,5,879524921
269,127,4,891446165
6,14,5,883599249
54,106,3,880937882
303,69,5,879467542
16,935,1,877727122
301,783,4,882078621
276,1081,3,874793035
305,214,2,886323068
194,1018,2,879541148
91,320,2,891438397
87,549,4,879875940
294,109,4,877819599
286,171,4,877531791
200,315,5,884128458
229,325,1,891632142
178,563,4,882826555
303,835,2,879484804
62,65,4,879374686
207,586,3,876018608
92,172,4,875653271
301,397,4,882078040
36,336,5,882157581
70,739,3,884150257
63,242,3,875747190
28,201,3,881961671
279,68,4,875307407
250,7,4,878089716
14,98,3,890881335
299,1008,3,889502324
194,54,3,879525876
303,808,3,879485532
119,237,5,874775038
295,218,5,879966498
268,921,2,875742942
268,2,2,875744173
66,258,4,883601089
233,202,5,879394264
83,618,4,880308578
214,331,3,891542540
192,472,2,881368243
100,341,4,891374868
268,145,1,875744501
301,56,4,882076587
307,89,5,879283786
234,141,3,892334609
83,571,4,880308755
181,264,2,878961624
297,133,4,875240090
38,153,5,892430369
7,378,4,891352093
264,806,4,886122952
181,864,1,878961814
201,146,1,884140579
85,502,4,879456199
269,363,3,891450023
59,464,3,888205855
286,143,4,889651549
193,96,1,889124507
113,590,5,875936424
292,11,5,881104093
130,1004,3,876250718
275,98,4,875155140
189,515,5,893265380
219,82,1,889452455
218,209,5,877488546
123,423,3,879873020
119,222,5,874775311
158,177,4,880134407
222,118,4,877563802
302,319,2,879436875
279,496,3,875308843
301,79,5,882076403
181,3,2,878963441
201,688,1,884140115
13,198,3,881515193
1,189,3,888732928
145,237,5,875270570
23,381,4,874786462
201,760,4,884114505
296,698,5,884197193
42,541,3,881105817
33,864,3,891964230
301,549,3,882078830
16,64,5,877720297
95,135,3,879197562
154,353,4,879138713
77,480,5,884733766
296,503,5,884196584
302,295,2,879436785
244,667,3,880606667
222,77,4,878183616
13,215,5,882140588
16,698,5,877722736
270,448,4,876956264
145,15,2,875270655
187,64,5,879465631
200,301,5,876041644
170,742,5,887646170
101,822,3,877136138
184,218,3,889909840
128,204,4,879967478
181,1284,1,878961781
184,153,3,889911285
1,33,4,878542699
1,160,4,875072547
184,318,5,889906967
54,590,3,880937813
94,340,4,891725009
128,503,4,879967767
23,320,2,874784266
301,227,3,882077222
301,191,3,882075672
112,894,1,892440172
82,183,3,878769848
222,717,3,878181976
218,426,3,877488316
308,1187,4,887739521
303,134,5,879467959
133,744,3,890588547
215,212,2,891435680
69,256,5,882126156
254,657,4,887347350
276,2,4,874792436
104,975,1,888442575
63,1057,3,875747514
267,406,4,878970785
13,56,5,881515011
240,871,3,885775745
286,237,2,875806800
294,269,5,889241426
90,1076,4,891384424
18,26,4,880129731
92,229,3,875656201
308,644,4,887739292
144,89,3,888105691
191,300,4,891560253
59,942,3,888206409
200,96,5,884129409
16,197,5,877726146
61,672,3,892302309
271,199,4,885848448
271,702,3,885849325
142,169,5,888640356
275,592,3,876197678
222,151,3,878182109
87,40,3,879876917
207,258,4,877879172
272,1382,2,879454663
177,330,4,880130397
207,1105,2,879664906
299,572,3,889503806
271,374,4,885849447
305,421,4,886324486
49,950,2,888068912
94,1214,3,891722802
130,1007,3,874953895
10,175,3,877888677
203,318,3,880433418
191,284,4,891560842
43,320,3,875975110
21,553,5,874951695
197,96,5,891409839
13,341,2,888073635
194,66,3,879527264
234,206,4,892334543
308,398,4,887740700
308,635,4,887737036
269,517,5,891447773
94,265,4,891721889
268,62,3,875310824
272,12,5,879455254
121,289,3,891390477
296,20,5,884196921
134,284,3,891732334
180,458,5,877544218
234,607,3,892079140
104,117,2,888465972
38,751,1,892434626
269,838,1,891456255
7,163,4,891353444
234,1440,3,892078343
275,401,2,876197645
52,250,3,882922661
102,816,3,888801465
13,186,4,890704999
178,724,4,882827532
236,71,3,890116671
256,774,5,882165296
263,176,5,891299752
244,186,3,880605697
279,1171,4,875314001
43,808,4,883956189
83,78,2,880309089
151,197,5,879528710
254,432,2,886474216
109,626,3,880579371
297,709,3,875239422
249,188,4,879641067
144,692,4,888106106
301,599,4,882075994
64,388,3,889737542
92,496,2,875653665
222,97,4,878181739
268,432,3,875310745
293,135,5,888905550
213,173,5,878955442
160,456,2,876861185
13,494,4,882139901
59,708,5,888205921
5,17,4,875636198
125,163,5,879454956
174,312,5,886432749
114,500,3,881260203
213,510,4,878870518
23,196,2,874786926
128,15,4,879968827
239,56,4,889179478
181,277,1,878962955
291,80,4,875086354
250,238,4,878089963
201,644,3,884114275
60,60,5,883327734
181,322,2,878961814
119,403,3,887038665
287,1,5,875334088
216,228,3,880245642
216,526,4,880233810
203,467,4,880434463
92,582,3,875660408
13,883,3,882774224
213,176,4,878956338
286,286,5,875806672
117,1037,2,881009697
99,111,1,885678886
11,553,3,891904214
65,47,2,879216672
295,194,4,879517412
269,217,2,891451610
85,259,2,881705026
250,591,5,878089921
137,144,5,881433689
201,951,2,884112077
257,137,4,882049932
111,325,4,891679939
91,476,4,891438875
215,211,4,891436202
181,929,1,878961586
189,1050,5,893264301
1,20,4,887431883
303,400,4,879468375
299,302,3,879737314
187,210,4,879465242
222,276,2,877563913
214,563,4,892668197
293,763,3,888906655
285,191,4,890595859
303,252,3,879544791
96,156,4,884402860
72,1100,3,880037334
115,1057,4,881171009
7,426,3,891352178
116,346,3,886977926
73,476,4,888625753
269,246,5,891457067
263,415,5,891299514
70,427,3,884150257
221,471,4,875244204
72,182,5,880036515
25,353,4,885852757
290,50,5,880473582
189,521,4,893266205
299,295,3,877618584
264,292,3,886121516
200,361,5,884129962
187,135,4,879465653
184,187,4,889909024
63,287,2,875746985
13,229,4,882397650
298,482,3,884183063
235,185,4,889655435
62,705,4,879376178
246,94,2,884923505
54,735,5,880934806
63,755,3,875747688
11,725,3,891904596
92,168,4,875653723
8,545,3,879362356
307,174,4,879283480
303,200,4,879468459
256,842,2,882164603
72,54,3,880036854
164,402,2,889402389
117,150,4,880125101
224,77,4,888103872
193,861,3,889127811
94,184,2,891720862
281,335,2,881200457
130,109,3,874953794
128,367,1,879966954
94,713,1,891723593
182,838,3,885613067
129,865,1,883245452
254,229,4,886474580
64,377,4,879365491
151,176,2,879524293
45,25,4,881014015
193,871,3,889123257
276,913,4,889174849
276,57,3,874787526
234,187,4,892079140
181,303,1,878962006
21,366,1,874951293
293,249,3,888905229
264,714,5,886123656
10,606,5,877886722
197,343,3,891409070
276,142,3,874792945
308,423,4,887736584
221,934,4,875246759
131,126,4,883681514
268,817,2,876518557
109,8,3,880572642
198,58,3,884208173
230,266,4,880484286
181,734,1,878962918
192,1051,4,881368891
234,444,3,892335501
90,891,4,891382309
193,932,4,889124890
128,598,5,879966839
126,896,2,887855283
244,265,4,880606634
90,287,3,891382310
157,25,3,886890787
305,71,3,886323684
119,378,5,874781742
21,222,2,874951382
231,181,4,888605273
280,503,3,891700453
288,132,3,886374129
279,1486,2,890780576
301,33,4,882078228
72,692,3,880036783
90,259,2,891382392
308,55,3,887738760
59,735,3,888203053
94,737,4,891721462
130,637,4,875216933
26,1005,3,891352136
56,121,5,892679480
82,503,2,884714249
62,12,4,879373613
276,40,3,874791871
181,1005,1,878963121
152,299,3,880147407
178,838,4,882824291
217,592,4,889070087
79,295,4,891271203
138,480,4,879024127
308,81,5,887737293
75,282,2,884050393
269,198,4,891447062
307,94,3,877122695
222,774,3,881059677
121,733,3,891390544
269,22,1,891448072
13,857,4,882141924
230,735,5,880485043
269,502,4,891448800
239,1089,5,889179253
245,1018,5,888513447
56,541,3,892679460
295,952,5,879519556
271,1018,2,885848102
222,805,2,881059117
69,240,3,882126156
10,7,4,877892210
22,372,3,878887112
294,922,3,889242857
82,710,1,884714492
279,395,4,875313859
269,234,1,891449406
6,98,5,883600680
243,1029,4,879988184
298,181,4,884125629
282,322,1,881703044
78,320,1,879633567
118,200,5,875384647
283,1104,5,879297545
171,290,4,891034835
70,217,4,884151119
10,100,5,877891747
245,181,4,888513664
107,330,3,891264267
246,556,1,884923445
13,892,1,883670672
276,70,4,874790826
244,17,2,880607205
189,56,5,893265263
226,242,5,883888671
62,1006,4,879373008
276,413,4,874792907
214,474,4,891544052
306,235,4,876504354
222,26,3,878183043
280,626,5,891700751
60,426,5,883326122
56,71,4,892683275
42,272,5,881105817
1,202,5,875072442
13,802,4,882397582
173,287,4,877556988
15,742,1,879455311
185,23,4,883524249
280,535,3,891702304
244,377,4,880604077
150,291,4,878746946
7,493,4,891352134
178,314,4,882826915
178,735,3,882823833
95,1207,3,880572658
234,1451,3,892333865
97,222,5,884238887
109,127,2,880563471
117,246,5,880124306
269,698,2,891448850
130,1236,3,876252497
264,650,4,886123530
207,13,3,875506839
42,583,5,881108147
246,405,2,884923372
87,363,4,879876702
101,301,3,877135677
256,127,4,882164406
92,787,3,875654798
181,755,2,878963418
213,235,1,878955115
92,732,2,876175582
292,656,5,881105561
246,660,4,884922831
274,838,5,878945579
188,685,5,875072583
18,86,4,880129731
5,435,1,878844423
236,627,3,890116254
193,403,4,889127921
144,702,4,888105940
90,1188,5,891383866
48,604,4,879434819
5,225,2,875635723
22,128,5,878887983
311,428,4,884365485
8,22,5,879362183
276,188,4,874792547
222,173,5,878183043
72,858,4,880035887
299,134,4,878192311
1,171,5,889751711
308,293,3,887741461
165,216,4,879525778
222,49,3,878183512
181,121,4,878962623
200,11,5,884129542
234,621,4,892336358
244,700,4,880606243
90,25,5,891384789
208,216,5,883108324
263,96,4,891298336
134,320,4,891732335
279,581,4,892864663
2,290,4,888550774
288,588,2,886892127
49,300,4,888065432
286,153,5,877531406
205,301,3,888284313
22,80,4,878887227
234,315,4,892078890
223,325,3,891548959
15,25,3,879456204
268,147,4,876514002
94,1210,3,891722678
274,401,4,878945840
7,488,5,891352010
268,217,2,875744501
16,55,5,877717956
164,615,3,889402298
290,161,4,880474293
92,510,4,875640800
239,1060,5,889179032
56,445,5,892679308
248,234,4,884534968
234,10,3,891227851
280,1039,2,891702486
308,187,5,887738760
276,64,5,874787441
192,939,3,881368302
122,504,4,879270511
85,583,3,880838306
262,922,2,879790874
201,270,3,886013700
181,862,2,878962623
295,732,4,879518319
263,563,4,891299387
295,39,4,879518279
201,1090,4,884112800
93,813,3,888705966
159,1018,5,880557539
158,660,2,880134532
293,419,3,888906070
82,592,3,878768882
276,181,5,874786488
13,816,5,882397833
217,2,3,889069782
83,655,4,880308256
189,20,5,893264466
222,789,4,878183684
146,1012,5,891458193
267,121,3,878970681
126,292,3,887855087
181,1050,1,878962675
125,80,4,892838865
43,120,4,884029430
13,773,1,882142057
253,259,2,891628883
42,44,3,881108548
77,513,4,884753202
291,679,5,874835165
268,21,3,875742822
262,28,3,879792220
234,81,3,892334680
29,245,3,882820803
236,57,5,890116575
158,722,3,880133116
156,656,4,888185947
232,52,5,888550130
168,858,5,884287927
37,286,4,880915258
141,245,3,884584426
235,230,4,889655162
102,70,3,888803537
77,172,3,884752562
90,501,5,891383319
186,561,5,879023663
44,655,5,878347915
118,767,5,875385198
7,656,5,891351624
49,870,2,888068651
62,68,1,879374969
42,1018,4,881106072
178,429,4,882827834
85,51,2,879454782
77,470,5,884732407
58,1089,2,892243079
56,1037,4,892911290
197,681,1,891409564
286,99,4,878141681
90,258,3,891382121
181,1277,1,878962349
295,190,4,879517062
224,69,4,888082495
272,314,4,879454977
221,1000,3,875246662
66,869,1,883601089
207,315,5,877124871
234,483,3,892079237
7,643,5,891351653
87,82,5,879875774
195,1042,1,877835102
44,445,5,883613334
306,285,4,876504442
194,172,3,879521474
94,62,3,891722933
167,654,4,892738277
108,100,4,879879720
230,301,5,880484286
181,918,1,878962675
54,300,4,880928519
90,22,4,891384357
181,689,2,878962997
286,353,4,877531537
14,267,4,892242403
311,179,2,884365357
92,121,5,875640679
21,436,1,874951798
244,545,1,880602264
181,401,4,878962919
65,799,4,879216529
37,535,2,880916070
44,439,5,878348289
244,183,4,880606043
1,265,4,878542441
270,25,5,876954456
299,383,2,889502756
94,567,3,891723883
286,739,4,877533058
239,270,5,889181247
216,55,5,880245145
254,121,3,886472369
62,660,2,879376483
178,381,4,882826982
194,23,4,879522819
268,946,3,875745160
188,143,5,875072674
276,292,4,874786366
158,1088,4,880135069
207,838,3,881681663
161,48,1,891170745
305,649,4,886323937
47,321,3,879439078
64,729,4,889739212
191,744,3,891560753
7,374,5,891353011
59,92,5,888204997
69,246,5,882027109
10,457,3,877888944
21,129,4,874951382
58,9,4,884304328
194,152,3,879549996
7,200,5,891353543
113,126,5,875076827
173,325,5,877557028
95,233,4,879196354
16,194,5,877720733
59,320,4,888206809
311,649,3,884365075
292,584,4,881105516
43,203,4,883955224
79,50,4,891271545
235,70,5,889655619
125,190,5,892836309
284,319,3,885329671
303,161,5,879468547
254,374,3,886474396
255,1024,1,883217030
104,299,2,888442275
90,914,5,891383912
6,459,4,883601713
279,122,1,875297433
286,296,4,875807004
222,444,3,878183565
297,57,5,875239383
42,620,3,881108873
130,1207,4,875801778
254,353,3,886472466
109,471,1,880563641
230,1433,2,880485726
244,307,3,880601905
6,299,2,883600406
36,741,4,882157285
256,439,3,882164727
102,510,1,888801316
104,283,4,888465201
21,443,5,874951695
111,299,4,891680028
18,404,5,880129628
25,222,4,885852817
110,935,3,886989501
270,98,5,876955868
68,237,5,876974133
83,215,4,880307940
6,258,2,883268278
89,216,5,879459859
128,314,4,879968029
305,507,4,886323525
184,408,2,889912691
286,175,5,877532470
279,1417,3,888465209
256,86,5,882165103
221,48,5,875245462
140,329,3,879013617
190,968,2,891042938
11,227,3,891905896
201,203,5,884114471
150,181,5,878746685
126,245,3,887854726
20,208,2,879669401
144,735,4,888104122
181,921,1,878963275
109,561,4,880578814
85,1055,3,879455021
213,133,3,878955973
222,375,1,878184290
223,11,3,891550649
215,417,4,891435704
218,208,3,877488366
174,928,5,886432989
275,186,3,880314383
68,735,1,876974198
268,578,4,876513830
160,458,4,876858346
195,271,4,878019342
224,178,4,888082468
5,110,1,875636493
99,1006,5,885678724
2,251,5,888552084
292,9,4,881104148
72,563,4,880037203
85,228,3,882813248
83,279,5,880307072
92,824,2,886443708
7,538,3,891351772
87,397,2,879876813
287,917,4,875334340
1,155,2,878542201
234,627,2,892079538
222,53,5,878184113
24,64,5,875322758
7,549,3,891354639
82,56,3,878769410
161,315,3,891170824
196,389,4,881251863
56,91,4,892683275
82,473,3,876311344
7,468,2,891353357
256,754,4,882164644
226,56,4,883889102
279,734,5,875296891
308,1275,3,887738151
16,8,5,877722736
180,202,3,877128388
203,93,4,880434940
145,56,5,875271896
288,302,4,886372527
84,735,3,883450643
44,639,3,878347818
17,13,3,885272654
313,117,4,891015319
148,1,4,877019411
197,344,4,891409070
21,164,5,874951695
279,973,3,875298314
239,487,5,889181015
185,285,5,883526288
297,89,4,875239125
303,68,4,879467361
186,250,1,879023607
73,206,3,888625754
104,749,2,888465739
94,216,3,885870665
239,194,5,889178833
197,506,5,891409839
280,1,4,891700426
1,117,3,874965739
224,578,1,888103729
303,393,1,879543831
60,162,4,883327734
198,258,4,884204501
239,508,5,889178887
6,69,3,883601277
233,371,4,876374419
85,637,4,882995615
110,38,3,886988574
184,517,3,889908462
99,865,1,885678436
13,414,2,882398763
201,513,4,884112201
13,851,1,882397068
214,131,3,891544465
296,228,4,884197264
222,87,3,878182589
279,718,4,875314144
217,182,2,889070109
85,429,3,879828720
239,234,3,889178762
13,72,4,882141727
194,77,3,879527421
208,658,5,883108476
109,178,3,880572950
230,172,4,880484523
59,481,2,888204466
313,474,3,891014373
70,1123,3,884151344
62,182,5,879375169
198,234,3,884207833
65,125,4,879217509
174,655,5,886514261
90,12,5,891383241
130,1238,3,880396702
100,350,2,891375260
283,428,5,879297965
275,414,3,875154718
311,98,5,884364502
195,744,4,883295500
130,105,4,876251160
269,252,1,891456350
286,73,5,877532965
7,618,3,891354217
56,222,5,892679439
210,204,5,887730676
239,9,5,889180446
96,87,4,884403531
297,73,2,875239691
249,239,3,879572284
94,853,2,891723706
84,121,4,883452307
275,265,4,880314031
135,1036,3,879858003
291,1168,4,875086354
125,378,1,892836623
70,395,4,884068521
311,9,4,884963365
301,518,4,882076146
152,678,5,880149074
244,172,4,880605665
275,1081,2,875154535
53,279,4,879443288
198,118,2,884206513
244,783,4,880608037
26,125,4,891371676
151,13,3,879542688
124,492,1,890286933
24,191,5,875323003
271,65,3,885849419
307,629,3,879283385
294,1235,3,877819265
234,241,2,892335042
25,496,3,885852301
293,137,3,888904653
201,428,3,884111312
75,240,1,884050661
13,181,5,882140354
207,68,2,877125350
2,50,5,888552084
313,561,4,891016220
144,125,4,888104191
188,439,4,875074329
276,321,4,874786419
145,965,1,882182634
72,234,4,880037418
83,381,4,887665549
181,614,3,878963086
109,398,4,880581344
207,107,3,876198301
185,216,4,883526268
14,213,5,890881557
149,316,2,883512658
57,79,5,883698495
230,954,5,880484370
176,867,4,886047442
253,97,4,891628501
284,267,4,885328991
106,521,4,881452685
121,180,3,891388286
62,86,2,879374640
291,414,4,875086920
84,1023,4,883452711
293,376,2,888907527
207,58,3,875991047
194,187,4,879520813
109,97,3,880578711
283,838,4,879297442
297,273,5,874954260
181,331,1,878961749
78,255,4,879633745
11,421,4,891904300
308,59,4,887737647
193,1068,4,889126943
297,234,3,875239018
87,580,4,879877008
250,204,2,878091682
8,50,5,879362124
186,148,4,891719774
312,685,4,891699426
91,676,3,891438351
5,450,1,875721432
291,372,3,875086534
175,127,5,877107640
145,730,2,875272833
7,639,5,891351685
276,415,5,874792907
83,210,5,880307751
102,519,3,888803537
153,174,1,881371140
62,300,3,879371909
49,986,3,888065577
268,296,3,875742647
207,549,2,877822854
313,611,5,891015049
286,44,3,877532173
279,168,5,875296435
276,470,5,889174904
62,59,4,879373821
254,219,1,886475980
83,97,4,880308690
63,100,5,875747319
16,178,5,877719333
297,233,2,875239914
90,936,5,891383866
85,25,2,879452769
42,98,4,881106711
303,389,4,879484981
274,50,5,878944679
104,297,3,888442436
94,785,4,885873006
184,98,4,889908539
293,701,3,888907527
248,584,4,884534968
18,941,3,880130764
217,27,1,889070011
200,883,4,884127082
201,148,1,884140751
296,222,5,884196640
7,657,3,892133739
196,377,4,881251728
69,423,3,882145465
72,196,4,880036747
256,468,4,882152471
128,182,4,879967225
151,740,3,879524564
7,171,3,891351287
286,85,5,877533224
172,220,4,875537441
308,511,4,887736743
190,965,2,891625949
82,749,1,878768741
308,432,4,887739257
59,235,1,888203658
64,1053,3,889739539
145,749,2,885557506
220,296,4,881198966
21,321,4,874950889
285,267,4,890595313
207,65,3,878104594
198,653,3,884208173
220,330,3,881197771
210,70,4,887730589
181,14,1,878962392
158,128,2,880134296
143,675,3,888407741
75,237,2,884050309
199,221,4,883782854
223,1140,2,891549841
297,25,4,874954497
276,78,4,877934828
299,840,4,877877649
293,322,2,888904353
301,138,2,882079446
1,47,4,875072125
164,279,4,889401906
96,667,4,884402860
291,1006,4,874833827
7,447,5,891353892
233,177,4,877661496
6,512,4,883602212
202,281,3,879727153
214,117,4,891543241
184,597,4,889909691
277,257,3,879543487
194,212,1,879524216
95,68,4,879196231
25,257,4,885853415
6,23,4,883601365
38,568,1,892433660
313,432,4,891029877
22,241,3,878888025
262,612,3,879793715
130,564,3,880396494
66,181,5,883601425
21,939,1,874951054
181,1321,1,878962278
262,174,3,879791948
206,300,5,888180227
222,22,5,878183285
76,61,4,875028123
151,696,4,879542460
314,28,5,877888346
13,147,3,882397502
44,258,4,878340824
303,414,4,879483510
16,89,2,877717833
270,553,5,876954927
248,117,5,884535433
125,315,5,879454309
138,518,5,879024043
268,382,2,875743978
291,15,5,874833668
234,147,3,892335372
239,96,5,889178798
15,328,3,879455166
94,155,2,891723807
136,89,4,882848925
223,419,3,891550684
82,194,4,878770027
145,351,3,888396967
280,838,3,891700925
179,336,1,892151366
178,199,4,882826306
307,940,4,877123315
10,484,5,877888613
116,328,3,876451911
23,258,5,876785704
308,174,4,887736696
185,114,4,883524320
188,237,3,875073648
118,649,5,875385007
246,714,4,884921794
234,98,4,892078567
194,239,3,879522917
94,24,4,885873423
122,374,4,879270769
312,100,4,891698613
262,64,5,879793022
154,242,3,879138235
223,756,3,891550067
99,399,4,885680374
83,43,4,880308690
130,304,4,877984546
174,398,5,886513729
256,483,5,882164231
59,177,4,888204349
161,168,1,891171174
244,53,3,880607489
250,196,4,878091818
43,40,3,883956468
285,150,5,890595636
42,944,2,881108815
97,568,5,884239744
122,505,4,879270327
61,320,3,891206450
222,106,2,883816184
4,264,3,892004275
304,259,1,884967253
37,399,5,880915942
49,68,1,888069513
303,1088,4,879467959
165,368,5,879525987
176,321,5,886047292
3,332,1,889237269
56,861,3,892683895
44,15,4,878341343
190,117,4,891033697
29,189,4,882821942
94,174,4,885870231
130,940,3,876251944
117,181,5,880124648
303,772,1,879543418
19,431,5,885412840
194,191,4,879521856
158,24,4,880134261
56,443,4,892679067
262,223,3,879791816
181,1323,1,878962240
214,137,4,891543227
92,740,4,875656164
188,96,5,875073128
58,173,5,884305353
244,154,5,880606385
134,871,4,891732393
298,620,4,884183406
254,230,4,886472400
230,138,3,880485197
16,209,5,877722736
151,828,5,879524199
181,1316,1,878963305
145,1238,3,875272195
200,583,5,884128499
248,257,3,884535840
297,428,4,875239658
312,133,5,891699296
151,12,5,879524368
110,563,3,886988449
305,479,5,886323068
141,258,5,884584338
44,240,4,878346997
186,263,3,879023571
214,213,4,891544414
233,208,4,880610814
104,285,2,888465347
312,153,2,891699491
1,222,4,878873388
206,320,1,888179833
230,415,4,880484587
56,446,3,892679374
94,646,5,891725332
205,313,4,888284710
14,174,5,890881294
268,783,2,876513785
276,1071,3,880913705
83,920,3,880307140
268,575,3,875309344
222,1031,3,881060155
279,89,4,875306910
5,420,1,875635807
112,328,4,884992603
296,425,5,884197330
18,202,3,880130515
13,860,5,882139901
87,210,5,879875734
10,283,5,877889186
181,325,3,878961227
23,459,4,874785843
253,739,3,891628630
234,228,3,892079190
299,1037,2,877880041
66,1,3,883601324
216,174,5,881432488
290,208,3,880475245
79,1151,2,891271697
264,444,2,886122031
4,295,5,892002352
144,824,3,888104805
138,512,4,879024279
64,429,2,889740286
5,1,4,875635748
276,353,5,874787526
62,429,5,879375588
239,471,5,889178689
293,166,3,888905520
130,234,5,875216932
264,70,4,886123596
208,197,5,883108797
24,756,5,875322875
279,1152,3,875314334
3,245,1,889237247
101,591,3,877136564
162,1009,4,877636556
223,899,1,891548802
99,246,3,888469392
239,426,3,889180338
160,160,5,876862078
172,575,4,875538028
303,1150,2,879544629
54,670,5,880935294
44,502,3,878347392
210,97,5,887736454
164,921,4,889402340
299,240,2,877878414
28,217,3,881961671
305,79,3,886324276
18,722,3,880131236
82,340,1,884713755
109,1002,4,880564570
207,25,4,876079113
92,1199,1,875660468
109,1,4,880563619
15,222,3,879455730
58,702,5,884304812
303,686,4,879466771
152,111,5,880148782
194,160,2,879551380
92,241,3,875655961
77,91,3,884752924
244,657,3,880606533
177,318,2,880130481
131,221,3,883681561
197,300,3,891409070
227,50,4,879035347
85,280,3,879829618
295,72,4,879518714
181,1,3,878962392
277,255,4,879544145
279,96,4,875310606
1,253,5,874965970
18,182,4,880130640
276,563,4,882659211
87,177,5,879875940
